unit,time,predicted_RUL
16,106,139.17
16,107,165.01
16,108,161.11
16,109,141.69
16,110,122.85
16,111,130.12
16,112,133.61
16,113,140.5
17,5,173.05
17,6,167.79
17,7,169.6
17,8,166.03
17,9,180.59
17,10,171.35
17,11,172.5
17,12,162.92
17,13,161.52
17,14,172.54
17,15,165.13
17,16,183.53
17,17,172.14
17,18,166.99
17,19,166.75
17,20,175.99
17,21,153.3
17,22,185.71
17,23,176.25
17,24,173.07
17,25,174.43
17,26,170.23
17,27,183.19
17,28,170.06
17,29,184.65
17,30,170.68
17,31,175.51
17,32,160.93
17,33,189.94
17,34,155.44
17,35,158.52
17,36,165.25
17,37,168.88
17,38,163.79
17,39,161.12
17,40,151.01
17,41,154.69
17,42,147.93
17,43,140.91
17,44,142.56
17,45,162.47
17,46,160.82
17,47,157.29
17,48,149.51
17,49,151.43
17,50,156.23
17,51,148.14
17,52,146.29
17,53,157.86
17,54,173.47
17,55,155.45
17,56,151.45
17,57,159.67
17,58,167.74
17,59,158.87
17,60,144.28
17,61,143.28
17,62,159.18
17,63,137.48
17,64,146.27
17,65,150.65
17,66,149.46
17,67,158.18
17,68,189.68
17,69,143.95
17,70,147.93
17,71,153.5
17,72,147.0
17,73,137.48
17,74,166.27
17,75,156.13
17,76,114.69
17,77,128.35
17,78,140.3
17,79,151.35
17,80,140.26
17,81,123.94
17,82,120.8
17,83,119.64
17,84,127.37
17,85,137.77
17,86,136.89
17,87,125.3
17,88,136.81
17,89,129.02
17,90,146.98
17,91,152.04
17,92,152.52
17,93,127.18
17,94,118.21
17,95,112.43
17,96,122.5
17,97,100.13
17,98,100.28
17,99,97.79
17,100,99.26
17,101,95.25
17,102,94.72
17,103,93.61
17,104,95.83
17,105,111.75
17,106,103.48
17,107,88.79
17,108,94.52
17,109,95.98
17,110,90.47
17,111,92.7
17,112,125.43
17,113,132.82
17,114,136.82
17,115,116.14
17,116,83.4
17,117,84.63
17,118,83.24
17,119,83.46
17,120,84.8
17,121,84.88
17,122,88.71
17,123,90.68
17,124,77.69
17,125,76.54
17,126,81.52
17,127,86.01
17,128,79.56
17,129,85.91
17,130,76.43
17,131,79.16
17,132,67.38
17,133,82.26
17,134,84.64
17,135,82.92
17,136,73.47
17,137,74.73
17,138,77.82
17,139,67.43
17,140,66.92
17,141,68.51
17,142,68.74
17,143,67.38
17,144,75.14
17,145,69.24
17,146,74.85
17,147,67.67
17,148,62.79
17,149,62.71
17,150,65.81
17,151,65.47
17,152,63.4
17,153,61.48
17,154,58.51
17,155,58.97
17,156,56.85
17,157,54.4
17,158,56.66
17,159,54.11
17,160,55.6
17,161,54.65
17,162,54.7
17,163,54.04
17,164,58.67
17,165,53.71
18,5,173.2
18,6,155.09
18,7,164.96
18,8,149.12
18,9,152.15
18,10,162.92
18,11,177.2
18,12,173.01
18,13,223.21
18,14,181.27
18,15,187.7
18,16,156.37
18,17,156.94
18,18,165.59
18,19,171.16
18,20,170.24
18,21,165.12
18,22,172.16
18,23,162.29
18,24,160.38
18,25,168.94
18,26,161.55
18,27,155.02
18,28,173.79
18,29,196.43
18,30,182.28
18,31,170.42
18,32,154.96
18,33,153.82
18,34,150.3
18,35,146.52
18,36,145.54
18,37,167.2
18,38,154.13
18,39,144.83
18,40,164.49
18,41,145.16
18,42,132.39
18,43,138.61
18,44,157.98
18,45,158.66
18,46,156.06
18,47,146.9
18,48,156.5
18,49,146.62
18,50,140.34
18,51,150.21
18,52,147.18
18,53,144.88
18,54,149.87
18,55,157.45
18,56,142.23
18,57,155.3
18,58,157.3
18,59,152.33
18,60,146.37
18,61,143.59
18,62,143.72
18,63,135.37
18,64,140.07
18,65,133.77
18,66,137.32
18,67,152.1
18,68,143.89
18,69,157.72
18,70,143.69
18,71,132.89
18,72,149.63
18,73,146.26
18,74,144.46
18,75,138.93
18,76,139.03
18,77,132.47
18,78,131.07
18,79,138.75
18,80,141.45
18,81,137.21
18,82,148.74
18,83,169.05
18,84,144.69
18,85,131.08
18,86,115.78
18,87,121.61
18,88,132.31
18,89,120.95
18,90,132.67
18,91,137.33
18,92,137.44
18,93,147.95
18,94,147.19
18,95,161.81
18,96,138.91
18,97,139.14
18,98,153.14
18,99,141.29
18,100,116.64
18,101,157.55
18,102,153.46
18,103,133.94
18,104,144.43
18,105,142.97
18,106,135.89
18,107,148.57
18,108,148.49
18,109,145.6
18,110,141.15
18,111,144.95
18,112,117.48
18,113,136.0
18,114,112.09
18,115,136.43
18,116,120.42
18,117,107.22
18,118,109.01
18,119,115.73
18,120,117.85
18,121,130.15
18,122,144.23
18,123,130.96
18,124,128.65
18,125,123.28
18,126,116.05
18,127,127.14
18,128,103.14
18,129,79.33
18,130,81.64
18,131,87.44
18,132,91.37
18,133,77.81
19,5,166.02
19,6,158.88
19,7,149.03
19,8,163.16
19,9,151.47
19,10,191.51
19,11,204.86
19,12,171.85
19,13,162.95
19,14,158.78
19,15,175.2
19,16,178.66
19,17,196.27
19,18,198.45
19,19,185.0
19,20,184.91
19,21,177.34
19,22,174.92
19,23,161.9
19,24,158.47
19,25,159.68
19,26,162.68
19,27,179.49
19,28,188.92
19,29,188.66
19,30,172.13
19,31,172.74
19,32,174.9
19,33,187.62
19,34,184.4
19,35,179.02
19,36,166.91
19,37,169.36
19,38,173.15
19,39,182.77
19,40,176.47
19,41,156.53
19,42,181.27
19,43,168.55
19,44,171.49
19,45,167.31
19,46,169.28
19,47,209.09
19,48,174.12
19,49,157.76
19,50,174.53
19,51,186.4
19,52,177.26
19,53,184.91
19,54,180.85
19,55,177.72
19,56,176.37
19,57,167.93
19,58,181.22
19,59,166.17
19,60,159.17
19,61,178.3
19,62,164.76
19,63,160.11
19,64,165.68
19,65,186.33
19,66,187.39
19,67,160.72
19,68,177.04
19,69,160.82
19,70,157.94
19,71,167.85
19,72,222.95
19,73,193.63
19,74,181.07
19,75,194.16
19,76,168.32
19,77,176.26
19,78,183.45
19,79,155.57
19,80,152.77
19,81,151.37
19,82,169.64
19,83,157.17
19,84,163.9
19,85,151.63
19,86,149.31
19,87,176.81
19,88,153.06
19,89,163.33
19,90,163.92
19,91,183.03
19,92,152.07
19,93,156.11
19,94,156.65
19,95,133.38
19,96,151.02
19,97,143.64
19,98,155.35
19,99,142.61
19,100,155.76
19,101,140.12
19,102,154.38
19,103,142.54
19,104,144.96
19,105,129.14
19,106,133.01
19,107,154.55
19,108,151.86
19,109,178.77
19,110,140.87
19,111,119.66
19,112,163.83
19,113,166.55
19,114,161.76
19,115,163.66
19,116,186.63
19,117,164.53
19,118,143.37
19,119,151.68
19,120,145.41
19,121,133.95
19,122,121.77
19,123,124.74
19,124,130.0
19,125,127.61
19,126,132.33
19,127,125.92
19,128,147.82
19,129,173.07
19,130,139.55
19,131,169.25
19,132,156.36
19,133,154.4
19,134,120.75
19,135,139.62
20,5,133.22
20,6,143.22
20,7,159.34
20,8,140.53
20,9,147.7
20,10,124.36
20,11,135.54
20,12,137.62
20,13,127.61
20,14,124.2
20,15,128.51
20,16,126.72
20,17,132.66
20,18,128.24
20,19,137.26
20,20,143.8
20,21,129.28
20,22,151.3
20,23,139.88
20,24,142.85
20,25,146.49
20,26,142.64
20,27,138.66
20,28,137.35
20,29,114.61
20,30,133.45
20,31,130.23
20,32,114.7
20,33,124.06
20,34,146.97
20,35,138.46
20,36,134.64
20,37,124.51
20,38,133.79
20,39,137.96
20,40,144.8
20,41,143.87
20,42,169.16
20,43,159.06
20,44,137.35
20,45,157.7
20,46,148.48
20,47,148.61
20,48,142.59
20,49,135.67
20,50,146.92
20,51,132.82
20,52,130.19
20,53,120.82
20,54,151.66
20,55,137.63
20,56,134.05
20,57,150.77
20,58,135.08
20,59,144.98
20,60,134.03
20,61,145.96
20,62,143.64
20,63,123.75
20,64,131.87
20,65,118.57
20,66,126.57
20,67,138.53
20,68,126.31
20,69,131.44
20,70,154.47
20,71,139.28
20,72,146.5
20,73,157.45
20,74,169.6
20,75,151.14
20,76,160.29
20,77,149.56
20,78,129.0
20,79,130.34
20,80,129.58
20,81,133.52
20,82,120.1
20,83,135.8
20,84,124.02
20,85,127.7
20,86,121.49
20,87,122.77
20,88,143.58
20,89,112.67
20,90,140.87
20,91,152.97
20,92,153.8
20,93,141.58
20,94,134.65
20,95,142.44
20,96,153.22
20,97,139.89
20,98,142.05
20,99,124.9
20,100,129.2
20,101,140.4
20,102,144.41
20,103,162.24
20,104,152.58
20,105,130.6
20,106,133.45
20,107,135.64
20,108,127.86
20,109,139.86
20,110,125.15
20,111,124.11
20,112,118.96
20,113,130.49
20,114,112.58
20,115,110.84
20,116,105.54
20,117,126.43
20,118,142.54
20,119,145.78
20,120,139.36
20,121,129.0
20,122,121.29
20,123,122.14
20,124,123.36
20,125,115.51
20,126,106.12
20,127,98.25
20,128,90.68
20,129,91.56
20,130,91.96
20,131,90.46
20,132,96.15
20,133,93.57
20,134,90.63
20,135,99.18
20,136,91.64
20,137,96.96
20,138,93.49
20,139,102.75
20,140,102.84
20,141,107.9
20,142,102.55
20,143,86.39
20,144,83.47
20,145,76.44
20,146,89.5
20,147,78.31
20,148,85.73
20,149,80.52
20,150,83.15
20,151,74.29
20,152,68.18
20,153,57.64
20,154,61.1
20,155,67.01
20,156,51.73
20,157,65.2
20,158,60.3
20,159,59.08
20,160,56.35
20,161,65.24
20,162,51.59
20,163,63.25
20,164,63.13
20,165,61.18
20,166,57.29
20,167,49.78
20,168,47.64
20,169,45.8
20,170,42.94
20,171,39.49
20,172,34.73
20,173,36.17
20,174,37.97
20,175,35.8
20,176,34.34
20,177,36.07
20,178,33.04
20,179,29.85
20,180,24.66
20,181,26.78
20,182,21.29
20,183,17.48
20,184,18.61
21,5,189.69
21,6,184.72
21,7,198.33
21,8,181.73
21,9,182.35
21,10,179.64
21,11,189.46
21,12,185.74
21,13,198.06
21,14,194.12
21,15,195.34
21,16,194.91
21,17,200.78
21,18,184.49
21,19,207.84
21,20,201.82
21,21,175.46
21,22,186.05
21,23,179.65
21,24,183.37
21,25,212.98
21,26,200.69
21,27,187.02
21,28,203.61
21,29,200.61
21,30,202.61
21,31,194.35
21,32,183.41
21,33,189.54
21,34,193.53
21,35,186.7
21,36,187.81
21,37,200.28
21,38,187.11
21,39,192.61
21,40,201.13
21,41,203.88
21,42,172.0
21,43,191.46
21,44,185.13
21,45,178.42
21,46,173.13
21,47,177.25
21,48,169.63
21,49,181.97
21,50,169.83
21,51,178.52
21,52,187.57
21,53,188.22
21,54,190.33
21,55,173.78
21,56,184.78
21,57,185.77
21,58,190.88
21,59,177.97
21,60,184.9
21,61,142.43
21,62,190.89
21,63,189.67
21,64,189.41
21,65,190.25
21,66,183.61
21,67,170.53
21,68,198.62
21,69,193.92
21,70,178.9
21,71,182.01
21,72,171.0
21,73,179.22
21,74,186.33
21,75,189.55
21,76,173.09
21,77,165.17
21,78,151.84
21,79,157.36
21,80,147.15
21,81,156.88
21,82,166.86
21,83,168.56
21,84,166.94
21,85,149.54
21,86,154.23
21,87,151.46
21,88,161.87
21,89,154.41
21,90,163.72
21,91,148.89
21,92,153.83
21,93,147.59
21,94,142.42
21,95,150.8
21,96,150.21
21,97,139.42
21,98,148.03
21,99,149.31
21,100,153.28
21,101,144.0
21,102,137.12
21,103,135.65
21,104,126.56
21,105,141.26
21,106,153.92
21,107,142.17
21,108,153.53
21,109,147.16
21,110,136.6
21,111,144.14
21,112,131.05
21,113,136.75
21,114,123.4
21,115,147.58
21,116,140.1
21,117,154.4
21,118,146.12
21,119,151.66
21,120,144.22
21,121,147.31
21,122,153.46
21,123,137.05
21,124,108.3
21,125,100.16
21,126,130.74
21,127,136.5
21,128,129.96
21,129,123.43
21,130,148.97
21,131,118.64
21,132,100.69
21,133,107.52
21,134,121.19
21,135,117.68
21,136,102.13
21,137,89.94
21,138,95.49
21,139,91.22
21,140,89.63
21,141,90.35
21,142,85.81
21,143,82.24
21,144,88.37
21,145,77.38
21,146,76.3
21,147,78.94
21,148,72.39
22,5,137.91
22,6,148.19
22,7,131.4
22,8,131.46
22,9,137.3
22,10,122.61
22,11,130.59
22,12,135.62
22,13,147.66
22,14,138.43
22,15,142.79
22,16,159.43
22,17,160.09
22,18,151.31
22,19,164.67
22,20,176.14
22,21,164.61
22,22,138.8
22,23,137.21
22,24,134.82
22,25,132.42
22,26,146.81
22,27,147.04
22,28,151.3
22,29,151.7
22,30,143.59
22,31,143.88
22,32,133.7
22,33,128.16
22,34,132.07
22,35,133.43
22,36,137.13
22,37,135.71
22,38,145.19
22,39,144.63
23,5,209.6
23,6,214.13
23,7,211.44
23,8,209.17
23,9,208.21
23,10,204.34
23,11,191.34
23,12,201.27
23,13,205.43
23,14,216.06
23,15,213.33
23,16,222.46
23,17,195.25
23,18,189.6
23,19,202.33
23,20,198.82
23,21,200.15
23,22,202.41
23,23,198.78
23,24,207.7
23,25,210.35
23,26,220.55
23,27,210.98
23,28,215.38
23,29,211.54
23,30,208.48
23,31,193.93
23,32,199.19
23,33,206.72
23,34,202.99
23,35,211.71
23,36,211.58
23,37,210.48
23,38,215.57
23,39,213.69
23,40,200.9
23,41,217.92
23,42,222.42
23,43,211.04
23,44,207.64
23,45,200.36
23,46,204.5
23,47,204.23
23,48,206.97
23,49,206.97
23,50,212.05
23,51,200.6
23,52,188.16
23,53,197.33
23,54,201.24
23,55,191.9
23,56,201.02
23,57,210.87
23,58,213.69
23,59,213.34
23,60,206.18
23,61,212.51
23,62,204.62
23,63,196.93
23,64,210.43
23,65,196.08
23,66,204.36
23,67,210.79
23,68,189.37
23,69,208.66
23,70,201.89
23,71,210.79
23,72,199.53
23,73,208.06
23,74,194.12
23,75,189.11
23,76,191.5
23,77,197.37
23,78,200.33
23,79,221.27
23,80,220.34
23,81,207.92
23,82,212.64
23,83,213.64
23,84,194.76
23,85,192.53
23,86,190.01
23,87,198.2
23,88,188.48
23,89,194.39
23,90,192.38
23,91,191.39
23,92,191.66
23,93,198.93
23,94,189.87
23,95,168.68
23,96,189.24
23,97,182.38
23,98,165.98
23,99,202.06
23,100,183.68
23,101,183.52
23,102,178.74
23,103,184.37
23,104,190.85
23,105,173.53
23,106,149.06
23,107,190.31
23,108,194.13
23,109,200.27
23,110,183.68
23,111,208.64
23,112,220.05
23,113,214.38
23,114,205.42
23,115,224.08
23,116,203.65
23,117,202.21
23,118,187.99
23,119,180.84
23,120,170.99
23,121,173.22
23,122,170.09
23,123,144.78
23,124,193.01
23,125,202.83
23,126,216.33
23,127,199.43
23,128,193.87
23,129,190.8
23,130,183.19
24,5,184.08
24,6,177.97
24,7,194.9
24,8,200.82
24,9,211.96
24,10,173.2
24,11,232.59
24,12,243.15
24,13,210.16
24,14,179.15
24,15,171.06
24,16,178.65
24,17,180.1
24,18,182.0
24,19,176.16
24,20,212.97
24,21,206.47
24,22,207.92
24,23,218.68
24,24,226.9
24,25,177.12
24,26,185.84
24,27,170.09
24,28,207.37
24,29,207.33
24,30,224.19
24,31,204.54
24,32,205.45
24,33,200.21
24,34,166.92
24,35,174.5
24,36,172.59
24,37,168.87
24,38,177.5
24,39,167.38
24,40,173.9
24,41,168.61
24,42,176.68
24,43,170.7
24,44,178.85
24,45,171.42
24,46,175.73
24,47,184.6
24,48,195.35
24,49,175.59
24,50,178.5
24,51,178.12
24,52,166.68
24,53,168.52
24,54,167.31
24,55,177.76
24,56,185.59
24,57,185.51
24,58,176.73
24,59,186.39
24,60,172.6
24,61,171.02
24,62,183.96
24,63,167.07
24,64,151.96
24,65,156.27
24,66,156.27
24,67,167.46
24,68,192.39
24,69,198.43
24,70,174.53
24,71,173.56
24,72,178.36
24,73,165.81
24,74,176.75
24,75,190.4
24,76,182.23
24,77,188.73
24,78,210.52
24,79,172.66
24,80,167.15
24,81,168.07
24,82,165.08
24,83,158.16
24,84,166.42
24,85,164.52
24,86,157.87
24,87,160.12
24,88,155.17
24,89,146.67
24,90,143.93
24,91,152.79
24,92,156.72
24,93,154.73
24,94,175.12
24,95,165.39
24,96,176.51
24,97,167.87
24,98,133.15
24,99,126.97
24,100,118.11
24,101,120.26
24,102,108.76
24,103,124.99
24,104,124.49
24,105,161.11
24,106,151.78
24,107,158.4
24,108,145.89
24,109,144.74
24,110,164.03
24,111,149.88
24,112,114.01
24,113,113.18
24,114,113.9
24,115,100.46
24,116,94.16
24,117,112.45
24,118,102.56
24,119,98.7
24,120,92.22
24,121,93.03
24,122,91.03
24,123,110.57
24,124,92.98
24,125,90.37
24,126,98.05
24,127,81.37
24,128,81.39
24,129,83.03
24,130,88.36
24,131,74.36
24,132,83.65
24,133,80.63
24,134,81.14
24,135,81.63
24,136,77.56
24,137,72.95
24,138,70.77
24,139,64.17
24,140,70.35
24,141,71.48
24,142,69.82
24,143,66.18
24,144,65.4
24,145,67.41
24,146,65.41
24,147,63.26
24,148,55.81
24,149,60.01
24,150,61.52
24,151,53.34
24,152,53.93
24,153,55.13
24,154,55.65
24,155,52.72
24,156,51.57
24,157,61.54
24,158,61.23
24,159,50.01
24,160,47.09
24,161,46.58
24,162,44.26
24,163,43.71
24,164,43.38
24,165,42.62
24,166,43.6
24,167,43.3
24,168,41.42
24,169,39.08
24,170,34.9
24,171,35.41
24,172,34.81
24,173,27.66
24,174,27.43
24,175,28.56
24,176,30.54
24,177,28.05
24,178,31.3
24,179,25.89
24,180,24.61
24,181,24.05
24,182,23.14
24,183,22.59
24,184,23.86
24,185,21.52
24,186,21.31
25,5,153.21
25,6,158.0
25,7,135.37
25,8,157.08
25,9,159.85
25,10,154.64
25,11,157.8
25,12,152.08
25,13,161.0
25,14,170.86
25,15,181.73
25,16,190.11
25,17,189.46
25,18,175.41
25,19,179.42
25,20,181.77
25,21,191.38
25,22,177.02
25,23,191.81
25,24,198.66
25,25,189.79
25,26,171.37
25,27,171.75
25,28,152.15
25,29,167.45
25,30,184.6
25,31,176.75
25,32,157.85
25,33,166.97
25,34,175.4
25,35,174.32
25,36,179.08
25,37,184.77
25,38,190.83
25,39,140.9
25,40,145.37
25,41,154.07
25,42,184.22
25,43,195.84
25,44,170.64
25,45,174.42
25,46,143.96
25,47,145.64
25,48,144.4
26,5,160.63
26,6,157.66
26,7,139.36
26,8,133.7
26,9,123.49
26,10,134.5
26,11,143.73
26,12,145.5
26,13,142.09
26,14,142.67
26,15,153.77
26,16,142.63
26,17,149.67
26,18,127.38
26,19,122.54
26,20,126.44
26,21,148.45
26,22,140.17
26,23,151.96
26,24,152.0
26,25,154.61
26,26,151.96
26,27,151.13
26,28,152.95
26,29,147.11
26,30,146.84
26,31,157.06
26,32,143.88
26,33,135.04
26,34,133.34
26,35,134.27
26,36,125.78
26,37,144.61
26,38,149.99
26,39,148.09
26,40,136.98
26,41,147.02
26,42,152.65
26,43,168.8
26,44,138.41
26,45,135.36
26,46,144.83
26,47,130.52
26,48,128.63
26,49,149.62
26,50,141.11
26,51,152.31
26,52,147.06
26,53,137.0
26,54,152.07
26,55,153.23
26,56,143.31
26,57,144.31
26,58,146.54
26,59,157.6
26,60,145.95
26,61,152.2
26,62,147.15
26,63,149.4
26,64,145.28
26,65,144.85
26,66,133.06
26,67,123.3
26,68,127.33
26,69,131.16
26,70,142.5
26,71,151.08
26,72,145.36
26,73,145.41
26,74,136.88
26,75,140.08
26,76,137.37
27,5,188.08
27,6,201.73
27,7,187.83
27,8,185.05
27,9,178.8
27,10,193.44
27,11,198.8
27,12,179.88
27,13,190.62
27,14,206.13
27,15,190.57
27,16,201.84
27,17,208.62
27,18,205.8
27,19,204.66
27,20,196.5
27,21,214.0
27,22,215.85
27,23,201.0
27,24,198.69
27,25,181.82
27,26,181.03
27,27,184.83
27,28,181.23
27,29,186.57
27,30,190.93
27,31,183.35
27,32,184.86
27,33,194.96
27,34,191.77
27,35,192.05
27,36,208.11
27,37,188.83
27,38,203.76
27,39,209.88
27,40,204.48
27,41,198.42
27,42,198.28
27,43,202.13
27,44,206.62
27,45,209.91
27,46,211.35
27,47,195.77
27,48,190.61
27,49,190.17
27,50,188.31
27,51,204.24
27,52,187.0
27,53,198.49
27,54,189.09
27,55,187.96
27,56,178.18
27,57,216.2
27,58,206.58
27,59,195.48
27,60,203.44
27,61,199.21
27,62,187.77
27,63,197.08
27,64,199.93
27,65,199.97
27,66,184.48
27,67,188.15
27,68,179.0
27,69,191.88
27,70,182.27
27,71,177.59
27,72,182.41
27,73,167.61
27,74,179.68
27,75,152.99
27,76,159.54
27,77,156.93
27,78,171.97
27,79,203.17
27,80,186.96
27,81,178.83
27,82,197.87
27,83,185.43
27,84,190.8
27,85,189.36
27,86,204.33
27,87,180.1
27,88,187.14
27,89,181.0
27,90,189.86
27,91,176.12
27,92,171.26
27,93,170.7
27,94,178.6
27,95,175.33
27,96,211.26
27,97,189.55
27,98,180.85
27,99,178.06
27,100,195.03
27,101,207.05
27,102,154.37
27,103,202.02
27,104,218.14
27,105,178.9
27,106,177.76
27,107,182.16
27,108,193.83
27,109,186.52
27,110,197.84
27,111,173.95
27,112,144.43
27,113,142.48
27,114,131.64
27,115,131.11
27,116,132.22
27,117,138.73
27,118,133.71
27,119,169.41
27,120,165.79
27,121,162.23
27,122,173.64
27,123,165.98
27,124,131.49
27,125,148.25
27,126,137.34
27,127,134.82
27,128,130.71
27,129,130.25
27,130,135.91
27,131,128.08
27,132,142.78
27,133,131.61
27,134,145.27
27,135,126.46
27,136,123.98
27,137,128.57
27,138,120.59
27,139,117.76
27,140,140.73
28,5,149.52
28,6,150.82
28,7,149.03
28,8,153.12
28,9,145.4
28,10,143.99
28,11,149.73
28,12,165.61
28,13,149.23
28,14,159.54
28,15,167.49
28,16,157.3
28,17,153.97
28,18,159.11
28,19,149.99
28,20,153.5
28,21,154.07
28,22,146.92
28,23,145.71
28,24,147.82
28,25,154.1
28,26,159.53
28,27,177.61
28,28,167.06
28,29,164.99
28,30,165.59
28,31,140.31
28,32,133.13
28,33,132.21
28,34,134.65
28,35,158.01
28,36,152.49
28,37,151.04
28,38,145.34
28,39,151.81
28,40,138.07
28,41,138.58
28,42,151.51
28,43,157.07
28,44,159.54
28,45,162.36
28,46,149.19
28,47,157.23
28,48,149.47
28,49,135.36
28,50,138.61
28,51,138.09
28,52,156.68
28,53,165.56
28,54,157.68
28,55,164.85
28,56,170.47
28,57,159.63
28,58,155.82
28,59,151.72
28,60,153.96
28,61,142.93
28,62,155.07
28,63,148.82
28,64,146.72
28,65,138.65
28,66,162.48
28,67,142.95
28,68,155.72
28,69,155.97
28,70,161.0
28,71,165.81
28,72,157.45
28,73,150.71
28,74,142.89
28,75,151.34
28,76,148.44
28,77,139.64
28,78,171.53
28,79,169.85
28,80,163.45
28,81,157.74
28,82,160.96
28,83,131.74
28,84,149.59
28,85,146.25
28,86,154.0
28,87,137.88
28,88,137.49
28,89,126.86
28,90,130.12
28,91,127.72
28,92,126.28
28,93,143.48
28,94,138.01
28,95,143.73
28,96,141.38
28,97,140.06
28,98,134.54
28,99,133.72
28,100,125.25
28,101,139.99
28,102,141.8
28,103,150.19
28,104,144.55
28,105,141.82
28,106,132.74
28,107,129.99
28,108,132.39
28,109,129.18
28,110,122.23
28,111,125.13
28,112,124.9
28,113,133.51
28,114,134.94
28,115,131.03
28,116,139.98
28,117,142.02
28,118,146.78
28,119,143.72
28,120,132.38
28,121,121.03
28,122,129.87
28,123,127.15
28,124,136.84
28,125,125.75
28,126,133.87
28,127,129.39
28,128,123.26
28,129,129.01
28,130,138.7
28,131,125.71
28,132,138.06
28,133,136.91
28,134,134.82
28,135,137.31
28,136,128.7
28,137,117.24
28,138,116.04
28,139,132.48
28,140,119.29
28,141,112.79
28,142,130.75
28,143,119.25
28,144,117.84
28,145,122.4
28,146,135.95
28,147,130.56
28,148,135.78
28,149,141.3
28,150,140.5
28,151,138.29
28,152,116.52
28,153,118.33
28,154,134.34
28,155,128.68
28,156,109.81
28,157,115.92
28,158,102.15
29,5,214.13
29,6,187.43
29,7,174.68
29,8,167.07
29,9,175.5
29,10,178.15
29,11,157.97
29,12,173.93
29,13,151.63
29,14,142.16
29,15,209.78
29,16,190.95
29,17,176.19
29,18,170.49
29,19,163.19
29,20,179.99
29,21,179.49
29,22,182.92
29,23,182.34
29,24,210.45
29,25,192.1
29,26,158.75
29,27,138.65
29,28,127.94
29,29,143.35
29,30,166.73
29,31,177.5
29,32,173.27
29,33,179.27
29,34,168.36
29,35,169.64
29,36,156.66
29,37,154.93
29,38,159.1
29,39,153.61
29,40,150.46
29,41,149.54
29,42,155.63
29,43,148.35
29,44,129.78
29,45,151.14
29,46,177.23
29,47,174.09
29,48,153.23
29,49,144.26
29,50,162.06
29,51,154.65
29,52,152.72
29,53,149.41
29,54,163.63
29,55,133.39
29,56,137.45
29,57,134.1
29,58,135.44
29,59,162.55
29,60,153.46
29,61,158.7
29,62,144.22
29,63,143.42
29,64,159.17
29,65,147.36
29,66,148.95
29,67,164.74
29,68,151.05
29,69,132.02
29,70,142.46
29,71,149.04
29,72,132.53
29,73,178.12
29,74,155.59
29,75,140.17
29,76,176.65
29,77,161.49
29,78,165.4
29,79,172.24
29,80,183.97
29,81,190.23
29,82,164.76
29,83,180.6
29,84,180.43
29,85,169.07
29,86,152.02
29,87,155.69
29,88,179.81
29,89,161.31
29,90,162.62
29,91,172.9
29,92,171.65
29,93,210.46
29,94,151.45
29,95,160.11
29,96,180.32
29,97,182.27
29,98,153.85
29,99,180.59
29,100,162.08
29,101,160.82
29,102,150.89
29,103,158.21
29,104,157.82
29,105,145.1
29,106,136.3
29,107,134.71
29,108,142.66
29,109,154.71
29,110,157.37
29,111,152.42
29,112,161.19
29,113,171.98
29,114,191.16
29,115,168.9
29,116,148.41
29,117,155.82
29,118,152.31
29,119,155.55
29,120,140.79
29,121,134.98
29,122,147.79
29,123,141.49
29,124,174.32
29,125,128.31
29,126,133.6
29,127,115.92
29,128,116.56
29,129,135.06
29,130,126.56
29,131,135.14
29,132,130.94
29,133,156.55
29,134,132.46
29,135,129.27
29,136,131.7
29,137,133.64
29,138,146.6
29,139,109.65
29,140,118.68
29,141,132.39
29,142,102.38
29,143,120.55
29,144,147.93
29,145,143.21
29,146,147.25
29,147,149.33
29,148,129.46
29,149,133.18
29,150,125.0
29,151,146.22
29,152,115.75
29,153,137.76
29,154,121.44
29,155,106.07
29,156,113.16
29,157,106.49
29,158,112.08
29,159,100.54
29,160,110.32
29,161,99.31
29,162,104.61
29,163,78.98
29,164,81.03
29,165,85.46
29,166,105.22
29,167,105.46
29,168,102.05
29,169,108.95
29,170,87.33
29,171,102.01
30,5,160.78
30,6,150.62
30,7,163.23
30,8,147.87
30,9,151.75
30,10,152.18
30,11,155.87
30,12,149.56
30,13,148.21
30,14,155.64
30,15,140.72
30,16,143.97
30,17,156.49
30,18,154.5
30,19,147.25
30,20,149.02
30,21,146.95
30,22,168.21
30,23,167.57
30,24,155.63
30,25,151.86
30,26,157.17
30,27,154.01
30,28,148.67
30,29,157.52
30,30,150.48
30,31,154.1
30,32,161.99
30,33,153.12
30,34,145.3
30,35,155.66
30,36,142.78
30,37,149.47
30,38,160.43
30,39,168.73
30,40,151.83
30,41,152.76
30,42,143.0
30,43,143.63
30,44,139.24
30,45,143.2
30,46,129.17
30,47,131.8
30,48,151.6
30,49,146.77
30,50,162.73
30,51,139.72
30,52,139.61
30,53,134.88
30,54,136.55
30,55,156.05
30,56,154.27
30,57,170.53
30,58,158.19
30,59,171.18
30,60,158.84
30,61,142.33
30,62,152.79
30,63,152.09
30,64,153.44
30,65,149.36
30,66,153.15
30,67,159.94
30,68,165.67
30,69,160.3
30,70,150.77
30,71,157.65
30,72,159.03
30,73,153.21
30,74,141.82
30,75,146.92
30,76,123.33
30,77,137.2
30,78,139.02
30,79,146.32
30,80,154.22
30,81,149.02
30,82,141.4
30,83,136.43
